person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,previous_loan_defaults_on_file,years_to_pay,loan_amount,monthly_payment
26.0,male,Bachelor,65941.0,3,RENT,HOMEIMPROVEMENT,16.02,0.15,6.0,No,31,348000,935
27.0,male,Bachelor,106253.0,8,MORTGAGE,DEBTCONSOLIDATION,12.79,0.15,6.0,No,31,346000,930
26.0,female,Bachelor,72943.0,2,RENT,MEDICAL,14.07,0.04,4.0,No,30,332000,922
24.0,female,Associate,39456.0,1,RENT,VENTURE,8.06,0.25,3.0,No,27,269500,831
30.0,female,Associate,47994.0,8,RENT,PERSONAL,14.53,0.06,10.0,No,29,339500,975
36.0,male,Associate,23606.0,11,RENT,DEBTCONSOLIDATION,15.02,0.25,11.0,No,26,316000,1012
24.0,female,Master,15802.0,2,RENT,PERSONAL,12.56,0.16,2.0,No,31,337500,907
26.0,male,High School,80447.0,0,RENT,DEBTCONSOLIDATION,15.52,0.12,4.0,No,26,270000,865
28.0,male,Bachelor,105184.0,4,MORTGAGE,PERSONAL,11.51,0.19,5.0,No,29,327500,941
24.0,male,Associate,36746.0,4,RENT,PERSONAL,15.95,0.16,3.0,No,28,291500,867
23.0,female,Master,36983.0,0,RENT,MEDICAL,9.0,0.27,4.0,No,32,346500,902
24.0,female,High School,53987.0,0,MORTGAGE,DEBTCONSOLIDATION,18.27,0.2,5.0,No,28,278000,827
23.0,female,Bachelor,47723.0,2,RENT,DEBTCONSOLIDATION,16.22,0.1,4.0,No,29,290500,834
27.0,male,Associate,42760.0,4,RENT,DEBTCONSOLIDATION,9.98,0.28,8.0,No,28,308500,918
30.0,female,Doctorate,63122.0,7,RENT,EDUCATION,11.02,0.24,8.0,No,30,357000,991
25.0,male,Bachelor,22972.0,0,RENT,PERSONAL,13.19,0.2,3.0,No,30,316500,879
26.0,male,Bachelor,48935.0,4,RENT,DEBTCONSOLIDATION,10.96,0.2,4.0,No,30,326000,905
33.0,female,High School,30780.0,9,RENT,MEDICAL,8.44,0.32,10.0,No,26,302500,969
27.0,female,Associate,30991.0,2,RENT,MEDICAL,12.03,0.3,6.0,No,29,320500,920
33.0,male,High School,59574.0,5,RENT,DEBTCONSOLIDATION,15.95,0.05,7.0,No,27,319500,986
37.0,male,Associate,106643.0,14,RENT,PERSONAL,19.66,0.23,15.0,No,25,298500,995
29.0,male,Bachelor,19253.0,8,RENT,MEDICAL,14.13,0.11,7.0,No,29,326500,938
33.0,male,High School,43121.0,8,RENT,MEDICAL,8.65,0.26,11.0,No,29,344500,989
30.0,female,Bachelor,122450.0,6,RENT,EDUCATION,11.64,0.06,5.0,No,29,340000,977
32.0,female,Bachelor,18148.0,7,RENT,VENTURE,10.78,0.26,6.0,No,28,334000,994
23.0,female,Bachelor,18554.0,0,RENT,VENTURE,16.25,0.06,3.0,No,31,332000,892
32.0,female,High School,37367.0,6,RENT,VENTURE,9.84,0.27,6.0,No,27,315000,972
26.0,male,Associate,24109.0,5,RENT,PERSONAL,11.26,0.21,3.0,No,29,320000,919
26.0,male,Bachelor,47327.0,0,RENT,VENTURE,13.19,0.13,3.0,No,31,345500,928
23.0,male,Bachelor,18809.0,1,RENT,MEDICAL,7.78,0.32,3.0,No,28,285000,848
25.0,female,Associate,23634.0,1,RENT,EDUCATION,8.3,0.17,4.0,No,28,292500,870
27.0,female,High School,47583.0,2,RENT,MEDICAL,12.64,0.07,6.0,No,29,321500,923
27.0,male,High School,41671.0,0,RENT,EDUCATION,9.1,0.21,7.0,No,29,323000,928
36.0,male,Master,119023.0,15,MORTGAGE,EDUCATION,12.84,0.07,12.0,No,28,341500,1016
30.0,female,Bachelor,121611.0,6,RENT,DEBTCONSOLIDATION,17.9,0.16,7.0,No,26,274500,879
25.0,male,Associate,24757.0,1,RENT,PERSONAL,13.66,0.13,4.0,No,29,311000,893
24.0,male,Bachelor,80261.0,0,RENT,DEBTCONSOLIDATION,14.09,0.15,3.0,No,29,309500,889
25.0,male,Associate,43240.0,3,RENT,DEBTCONSOLIDATION,16.21,0.19,3.0,No,29,300000,862
27.0,female,Associate,92002.0,0,RENT,MEDICAL,16.36,0.15,7.0,No,28,299000,889
30.0,female,High School,95656.0,6,RENT,MEDICAL,14.4,0.12,7.0,No,28,308000,916
22.0,male,Associate,15391.0,0,RENT,MEDICAL,11.26,0.26,4.0,No,31,328000,881
34.0,male,Bachelor,75603.0,15,RENT,MEDICAL,15.03,0.1,9.0,No,28,340500,1013
27.0,female,Master,51337.0,4,MORTGAGE,DEBTCONSOLIDATION,14.69,0.06,7.0,No,29,312500,897
24.0,male,Associate,84004.0,5,RENT,DEBTCONSOLIDATION,15.86,0.07,4.0,No,30,316000,877
27.0,female,Associate,88287.0,1,MORTGAGE,HOMEIMPROVEMENT,16.61,0.18,5.0,No,29,315500,906
26.0,male,Associate,63611.0,3,RENT,MEDICAL,12.47,0.23,4.0,No,28,290500,864
26.0,female,High School,62131.0,2,MORTGAGE,MEDICAL,15.34,0.21,2.0,No,28,289000,860
24.0,female,High School,15584.0,0,RENT,EDUCATION,7.61,0.42,4.0,No,29,299500,860
26.0,male,Bachelor,78977.0,0,RENT,MEDICAL,7.9,0.35,7.0,No,26,258500,828
27.0,male,High School,35425.0,4,RENT,PERSONAL,14.73,0.11,8.0,No,28,300500,894
27.0,female,Bachelor,77471.0,4,MORTGAGE,MEDICAL,8.52,0.04,6.0,No,27,281500,868
27.0,male,High School,116741.0,4,RENT,MEDICAL,13.08,0.08,4.0,No,29,324500,932
42.0,female,Associate,96969.0,22,RENT,PERSONAL,11.43,0.36,15.0,No,23,291500,1056
29.0,male,High School,22914.0,8,RENT,VENTURE,14.22,0.15,6.0,No,26,270500,866
27.0,male,Associate,75161.0,2,RENT,MEDICAL,17.92,0.4,3.0,No,29,324500,932
25.0,male,Associate,103580.0,2,MORTGAGE,DEBTCONSOLIDATION,16.54,0.23,2.0,No,29,313500,900
25.0,female,Bachelor,66890.0,2,RENT,EDUCATION,10.92,0.25,5.0,No,28,289000,860
24.0,female,High School,38134.0,3,RENT,EDUCATION,7.25,0.21,5.0,No,27,261000,805
24.0,female,Bachelor,82928.0,2,MORTGAGE,MEDICAL,17.07,0.18,4.0,No,30,313500,870
32.0,female,High School,37114.0,9,RENT,MEDICAL,12.64,0.39,8.0,No,25,283500,945
25.0,male,Bachelor,106900.0,3,MORTGAGE,VENTURE,14.65,0.23,4.0,No,30,319500,887
23.0,male,Bachelor,93860.0,3,RENT,DEBTCONSOLIDATION,13.2,0.23,3.0,No,28,282500,840
28.0,female,Master,34181.0,8,RENT,MEDICAL,14.96,0.15,7.0,No,31,360000,967
35.0,male,High School,76220.0,11,MORTGAGE,MEDICAL,16.87,0.24,10.0,No,26,309000,990
29.0,female,Bachelor,102961.0,10,RENT,DEBTCONSOLIDATION,13.01,0.14,5.0,No,29,329000,945
27.0,male,Associate,26061.0,4,RENT,MEDICAL,12.32,0.38,5.0,No,29,317000,910
38.0,female,Associate,28716.0,15,RENT,PERSONAL,13.42,0.35,16.0,No,26,327500,1049
32.0,male,High School,22398.0,8,RENT,EDUCATION,14.72,0.18,10.0,No,29,344500,989
28.0,male,Associate,32219.0,6,RENT,PERSONAL,11.44,0.25,5.0,No,30,347500,965
21.0,male,Master,59756.0,0,RENT,PERSONAL,15.06,0.1,4.0,No,31,317000,852
33.0,male,Associate,37069.0,9,RENT,VENTURE,12.59,0.27,8.0,No,28,328500,977
26.0,female,High School,44386.0,5,RENT,DEBTCONSOLIDATION,14.19,0.16,3.0,No,30,321500,893
23.0,female,Associate,24943.0,0,RENT,EDUCATION,7.82,0.4,5.0,No,31,328500,883
38.0,female,Bachelor,65709.0,16,MORTGAGE,VENTURE,11.84,0.11,14.0,No,25,312500,1041
27.0,male,Master,177894.0,5,MORTGAGE,DEBTCONSOLIDATION,16.81,0.04,4.0,No,30,334500,929
22.0,female,Bachelor,37193.0,0,RENT,EDUCATION,15.41,0.07,3.0,No,31,334500,899
35.0,female,Master,80663.0,14,RENT,MEDICAL,14.49,0.27,9.0,No,26,314000,1006
38.0,male,Associate,192035.0,15,RENT,EDUCATION,18.09,0.13,15.0,No,28,356500,1061
37.0,female,High School,42406.0,14,RENT,MEDICAL,14.51,0.11,10.0,No,25,294500,981
45.0,male,Associate,96916.0,21,RENT,PERSONAL,11.08,0.36,14.0,No,24,325000,1128
36.0,female,Associate,53649.0,14,RENT,PERSONAL,14.34,0.3,10.0,No,23,256000,927
23.0,female,Bachelor,52763.0,0,RENT,MEDICAL,7.82,0.27,3.0,No,28,276000,821
27.0,male,High School,95878.0,8,MORTGAGE,MEDICAL,13.82,0.16,5.0,No,27,277500,856
43.0,female,Associate,15583.0,22,RENT,MEDICAL,10.84,0.26,13.0,No,21,266000,1055
24.0,female,Bachelor,60160.0,0,RENT,EDUCATION,15.49,0.13,2.0,No,32,351000,914
31.0,female,Bachelor,130211.0,10,RENT,HOMEIMPROVEMENT,15.56,0.15,10.0,No,26,289000,926
25.0,female,Associate,25725.0,3,RENT,DEBTCONSOLIDATION,7.9,0.29,4.0,No,30,324500,901
24.0,female,High School,39552.0,5,RENT,PERSONAL,14.66,0.23,5.0,No,30,320000,888
27.0,male,Associate,24046.0,3,RENT,DEBTCONSOLIDATION,12.13,0.38,7.0,No,30,330500,918
23.0,female,High School,40877.0,0,RENT,EDUCATION,7.73,0.27,3.0,No,31,334000,897
22.0,male,Bachelor,37011.0,0,RENT,DEBTCONSOLIDATION,15.27,0.41,3.0,No,29,290500,834
28.0,male,Bachelor,34951.0,3,RENT,EDUCATION,14.43,0.25,8.0,No,29,316500,909
24.0,female,Associate,41703.0,4,RENT,DEBTCONSOLIDATION,13.92,0.17,3.0,No,31,338500,909
24.0,male,Associate,61104.0,3,RENT,EDUCATION,12.4,0.32,3.0,No,30,319000,886
29.0,male,Master,56312.0,5,RENT,HOMEIMPROVEMENT,12.81,0.08,8.0,No,28,316000,940
23.0,male,High School,34552.0,0,RENT,HOMEIMPROVEMENT,14.01,0.1,3.0,No,26,250000,801
23.0,male,Associate,22525.0,4,RENT,DEBTCONSOLIDATION,11.73,0.13,4.0,No,31,328500,883
25.0,female,Associate,63441.0,0,RENT,HOMEIMPROVEMENT,13.55,0.1,4.0,No,27,275500,850
25.0,male,Associate,67083.0,5,RENT,EDUCATION,10.06,0.28,3.0,No,29,308000,885
26.0,male,Associate,50353.0,5,RENT,DEBTCONSOLIDATION,14.98,0.28,5.0,No,28,303500,903
25.0,male,Bachelor,32477.0,1,RENT,MEDICAL,14.25,0.37,4.0,No,29,312000,896
38.0,female,Master,131430.0,17,MORTGAGE,DEBTCONSOLIDATION,16.37,0.23,11.0,No,26,326000,1044
25.0,male,Bachelor,48686.0,5,RENT,EDUCATION,14.52,0.1,3.0,No,28,295000,877
61.0,male,Associate,73448.0,35,RENT,EDUCATION,10.76,0.36,26.0,No,22,366500,1388
26.0,male,High School,51111.0,2,RENT,VENTURE,9.0,0.35,3.0,No,29,310500,892
38.0,female,Associate,53929.0,18,RENT,MEDICAL,12.25,0.03,17.0,No,26,325000,1041
26.0,female,High School,53886.0,3,RENT,MEDICAL,18.33,0.22,3.0,No,30,326500,906
33.0,male,Bachelor,58295.0,12,RENT,MEDICAL,11.01,0.36,8.0,No,28,326500,971
49.0,female,Master,86529.0,25,RENT,EDUCATION,16.71,0.08,26.0,No,26,372500,1193
36.0,male,Bachelor,59929.0,14,RENT,PERSONAL,15.63,0.42,11.0,No,27,338000,1043
24.0,female,Associate,91237.0,0,RENT,VENTURE,11.11,0.27,4.0,No,28,283500,843
30.0,male,Bachelor,66896.0,4,MORTGAGE,DEBTCONSOLIDATION,15.61,0.22,10.0,No,29,334500,961
24.0,male,Associate,44180.0,0,RENT,PERSONAL,12.59,0.17,3.0,No,30,316500,879
23.0,female,Master,31015.0,0,RENT,DEBTCONSOLIDATION,11.39,0.03,4.0,No,32,344500,897
30.0,male,High School,58617.0,9,MORTGAGE,MEDICAL,13.08,0.09,7.0,No,29,333500,958
27.0,female,Master,43062.0,5,RENT,MEDICAL,10.53,0.3,5.0,No,29,319500,918
22.0,male,Bachelor,15024.0,0,RENT,EDUCATION,13.6,0.2,3.0,No,30,309500,859
47.0,male,Associate,44111.0,23,RENT,MEDICAL,11.86,0.25,24.0,No,21,288000,1142
26.0,male,Associate,63403.0,6,RENT,HOMEIMPROVEMENT,15.64,0.05,7.0,No,29,315500,906
49.0,female,Master,154384.0,28,MORTGAGE,EDUCATION,16.81,0.05,12.0,No,24,347500,1206
23.0,female,Associate,57282.0,4,RENT,DEBTCONSOLIDATION,10.15,0.3,4.0,No,31,338500,909
24.0,female,Bachelor,47504.0,2,RENT,EDUCATION,10.45,0.3,3.0,No,31,342000,919
26.0,male,Associate,28101.0,3,RENT,PERSONAL,8.45,0.09,4.0,No,30,335000,930
28.0,female,Associate,35420.0,1,RENT,MEDICAL,13.25,0.23,9.0,No,30,338000,938
36.0,female,Bachelor,47859.0,13,RENT,MEDICAL,13.66,0.31,8.0,No,28,344500,1025
24.0,female,Associate,107939.0,2,MORTGAGE,PERSONAL,13.56,0.12,4.0,No,31,332000,892
32.0,male,High School,36064.0,8,RENT,PERSONAL,14.65,0.14,10.0,No,29,345000,991
25.0,female,Bachelor,43104.0,4,RENT,MEDICAL,13.95,0.12,3.0,No,30,317000,880
26.0,female,High School,37101.0,0,RENT,MEDICAL,13.16,0.38,7.0,No,30,326000,905
32.0,female,High School,32226.0,10,RENT,MEDICAL,9.46,0.25,8.0,No,26,298500,956
27.0,male,Bachelor,71968.0,4,RENT,MEDICAL,12.42,0.25,9.0,No,30,330000,916
37.0,male,Master,79206.0,14,RENT,HOMEIMPROVEMENT,10.33,0.25,16.0,No,24,290500,1008
25.0,female,Master,44255.0,3,RENT,VENTURE,10.64,0.34,4.0,No,30,326500,906
28.0,female,Bachelor,54877.0,5,RENT,PERSONAL,14.9,0.07,6.0,No,29,321000,922
26.0,female,High School,41970.0,0,RENT,EDUCATION,13.57,0.24,4.0,No,27,277000,854
31.0,male,Master,280740.0,9,MORTGAGE,EDUCATION,17.6,0.09,11.0,No,27,306000,944
32.0,male,Associate,19782.0,12,RENT,PERSONAL,5.74,0.25,5.0,No,28,319000,949
23.0,female,Associate,29599.0,0,RENT,DEBTCONSOLIDATION,11.49,0.09,4.0,No,29,290500,834
23.0,female,Master,65092.0,2,RENT,PERSONAL,10.84,0.33,3.0,No,32,343500,894
26.0,male,High School,75027.0,3,RENT,MEDICAL,13.5,0.1,5.0,No,30,326500,906
22.0,female,Bachelor,22586.0,0,OWN,HOMEIMPROVEMENT,7.66,0.29,3.0,No,29,292000,839
24.0,female,Associate,70747.0,1,RENT,MEDICAL,11.79,0.1,3.0,No,27,263500,813
23.0,female,Bachelor,39861.0,3,RENT,MEDICAL,9.5,0.35,2.0,No,30,307000,852
24.0,male,High School,37147.0,1,RENT,HOMEIMPROVEMENT,15.53,0.27,4.0,No,30,326500,906
29.0,male,High School,80099.0,6,MORTGAGE,HOMEIMPROVEMENT,15.09,0.03,8.0,No,28,315000,937
25.0,male,Associate,42765.0,4,RENT,MEDICAL,16.23,0.13,4.0,No,29,315000,905
39.0,male,High School,8000.0,15,RENT,EDUCATION,12.16,0.16,16.0,No,26,320000,1025
22.0,male,High School,44044.0,0,RENT,MEDICAL,12.68,0.11,4.0,No,29,296500,852
21.0,female,High School,10419.0,2,RENT,MEDICAL,10.95,0.26,3.0,No,31,313500,842
26.0,female,Bachelor,41682.0,3,MORTGAGE,HOMEIMPROVEMENT,12.79,0.14,7.0,No,29,311500,895
22.0,female,High School,18038.0,0,RENT,HOMEIMPROVEMENT,12.57,0.17,4.0,No,30,310500,862
27.0,male,Bachelor,51771.0,1,RENT,DEBTCONSOLIDATION,16.49,0.19,6.0,No,30,337500,937
24.0,male,Associate,61009.0,4,RENT,HOMEIMPROVEMENT,10.66,0.26,2.0,No,29,298500,857
25.0,male,Bachelor,38285.0,2,MORTGAGE,EDUCATION,13.2,0.35,5.0,No,29,301500,866
23.0,female,Bachelor,35856.0,0,RENT,EDUCATION,18.62,0.28,4.0,No,32,342500,891
30.0,male,Bachelor,50296.0,9,RENT,DEBTCONSOLIDATION,16.17,0.07,8.0,No,30,345000,958
29.0,male,Bachelor,15475.0,5,RENT,VENTURE,10.72,0.13,7.0,No,27,293500,905
37.0,female,Associate,43107.0,18,RENT,MEDICAL,16.55,0.16,17.0,No,28,344000,1023
35.0,female,Associate,71870.0,13,RENT,EDUCATION,13.52,0.14,9.0,No,29,353500,1015
29.0,female,High School,54008.0,3,RENT,PERSONAL,13.52,0.11,8.0,No,26,284000,910
35.0,male,High School,61139.0,12,RENT,PERSONAL,12.85,0.29,5.0,No,26,314500,1008
33.0,female,Bachelor,144985.0,11,MORTGAGE,DEBTCONSOLIDATION,16.13,0.02,11.0,No,29,347500,998
24.0,female,High School,13690.0,0,OWN,HOMEIMPROVEMENT,9.93,0.36,3.0,No,31,339500,912
22.0,male,Bachelor,44682.0,0,RENT,MEDICAL,14.82,0.11,4.0,No,32,345500,899
24.0,male,Bachelor,36799.0,3,RENT,EDUCATION,15.58,0.14,4.0,No,29,308000,885
29.0,male,Doctorate,95720.0,7,RENT,EDUCATION,13.05,0.16,5.0,No,28,312500,930
30.0,female,Bachelor,39051.0,4,RENT,EDUCATION,11.01,0.34,6.0,No,28,310000,922
29.0,female,Bachelor,118387.0,6,RENT,DEBTCONSOLIDATION,12.63,0.13,4.0,No,29,334000,959
22.0,female,Bachelor,48968.0,0,RENT,DEBTCONSOLIDATION,11.54,0.29,4.0,No,29,296500,852
30.0,male,Bachelor,26516.0,6,RENT,VENTURE,11.61,0.38,6.0,No,27,302000,932
36.0,male,Bachelor,44161.0,14,RENT,PERSONAL,9.23,0.36,16.0,No,27,334000,1030
25.0,male,Bachelor,68700.0,5,RENT,DEBTCONSOLIDATION,15.03,0.06,3.0,No,30,321500,893
30.0,male,Bachelor,230139.0,6,MORTGAGE,PERSONAL,17.24,0.05,9.0,No,28,316500,941
23.0,male,High School,36968.0,1,RENT,EDUCATION,9.02,0.14,3.0,No,28,282500,840
33.0,male,Bachelor,18401.0,11,RENT,PERSONAL,12.24,0.14,6.0,No,29,356500,1024
24.0,female,High School,35911.0,0,RENT,MEDICAL,11.87,0.25,4.0,No,31,337000,905
24.0,female,High School,40673.0,1,RENT,DEBTCONSOLIDATION,14.13,0.15,4.0,No,29,307000,882
39.0,male,High School,131166.0,18,MORTGAGE,VENTURE,13.62,0.11,15.0,No,25,308000,1026
24.0,female,Bachelor,106647.0,0,MORTGAGE,HOMEIMPROVEMENT,8.64,0.04,4.0,No,30,325000,902
23.0,male,Bachelor,36926.0,1,RENT,MEDICAL,16.3,0.11,4.0,No,27,266500,822
30.0,female,Master,736127.0,5,MORTGAGE,MEDICAL,10.6,0.03,9.0,No,28,311500,927
24.0,female,High School,35551.0,2,RENT,MEDICAL,11.2,0.21,4.0,No,30,322000,894
29.0,male,Bachelor,42853.0,5,RENT,DEBTCONSOLIDATION,12.1,0.07,9.0,No,26,284000,910
22.0,male,High School,41095.0,0,RENT,EDUCATION,11.01,0.14,4.0,No,27,260000,802
26.0,male,High School,43241.0,2,RENT,EDUCATION,9.5,0.28,6.0,No,31,345000,927
24.0,female,Master,65950.0,3,RENT,EDUCATION,16.0,0.08,4.0,No,30,320000,888
51.0,female,Associate,19036.0,30,RENT,EDUCATION,11.01,0.06,20.0,No,21,312000,1238
27.0,female,Master,50794.0,5,RENT,DEBTCONSOLIDATION,14.65,0.22,5.0,No,30,332000,922
24.0,female,Bachelor,48130.0,0,MORTGAGE,MEDICAL,9.06,0.07,3.0,No,30,320500,890
41.0,male,Doctorate,119343.0,19,MORTGAGE,MEDICAL,15.13,0.06,13.0,No,27,354500,1094
25.0,female,Bachelor,47587.0,0,RENT,EDUCATION,15.34,0.32,3.0,No,28,292500,870
29.0,male,Master,34829.0,6,RENT,EDUCATION,15.09,0.25,10.0,No,29,334000,959
25.0,female,Associate,25876.0,4,RENT,DEBTCONSOLIDATION,11.36,0.39,6.0,No,31,335500,901
25.0,male,High School,31070.0,5,RENT,MEDICAL,11.54,0.27,3.0,No,28,292000,869
26.0,male,High School,68561.0,3,MORTGAGE,MEDICAL,10.7,0.12,7.0,No,28,289500,861
29.0,male,Bachelor,94478.0,6,RENT,EDUCATION,15.89,0.11,8.0,No,29,320500,920
25.0,female,High School,32376.0,3,RENT,EDUCATION,14.08,0.26,4.0,No,30,328500,912
29.0,female,Bachelor,29137.0,10,MORTGAGE,HOMEIMPROVEMENT,14.06,0.21,9.0,No,27,300500,927
24.0,female,Bachelor,68501.0,0,MORTGAGE,MEDICAL,11.26,0.22,3.0,No,31,332500,893
28.0,male,Bachelor,39572.0,6,RENT,MEDICAL,14.24,0.3,10.0,No,30,334500,929
42.0,male,Associate,92547.0,18,MORTGAGE,HOMEIMPROVEMENT,17.48,0.22,12.0,No,26,347000,1112
23.0,female,Associate,26255.0,0,RENT,EDUCATION,12.62,0.38,4.0,No,32,341500,889
25.0,male,Bachelor,112933.0,0,RENT,PERSONAL,14.77,0.27,3.0,No,30,326500,906
24.0,male,Master,37232.0,3,RENT,MEDICAL,11.95,0.25,3.0,No,29,294500,846
35.0,male,Bachelor,215711.0,16,MORTGAGE,PERSONAL,13.94,0.07,10.0,No,27,331000,1021
30.0,male,Associate,35995.0,4,RENT,HOMEIMPROVEMENT,13.56,0.28,6.0,No,29,326500,938
28.0,female,Associate,43301.0,4,RENT,MEDICAL,11.31,0.09,8.0,No,31,357500,961
24.0,male,Associate,22514.0,0,RENT,DEBTCONSOLIDATION,12.34,0.18,4.0,No,25,244000,813
24.0,male,Associate,83385.0,0,MORTGAGE,PERSONAL,16.78,0.12,4.0,No,30,312500,868
32.0,male,Bachelor,91497.0,6,MORTGAGE,HOMEIMPROVEMENT,13.38,0.21,8.0,No,26,291000,932
27.0,female,Bachelor,68086.0,1,RENT,DEBTCONSOLIDATION,12.34,0.15,5.0,No,28,296500,882
32.0,male,High School,141789.0,10,MORTGAGE,PERSONAL,12.33,0.18,7.0,No,29,338500,972
33.0,male,Bachelor,36880.0,10,RENT,MEDICAL,17.76,0.16,9.0,No,28,326500,971
30.0,female,Bachelor,55475.0,4,RENT,DEBTCONSOLIDATION,8.57,0.27,6.0,No,29,330000,948
22.0,male,Associate,35829.0,0,RENT,MEDICAL,6.66,0.33,4.0,No,26,244500,783
28.0,female,Master,94576.0,8,RENT,DEBTCONSOLIDATION,11.25,0.19,5.0,No,30,340000,944
28.0,female,Master,37199.0,6,RENT,DEBTCONSOLIDATION,11.14,0.32,9.0,No,30,334000,927
24.0,female,Bachelor,51333.0,1,RENT,HOMEIMPROVEMENT,11.4,0.12,3.0,No,31,333000,895
23.0,male,Bachelor,22473.0,1,RENT,MEDICAL,11.08,0.18,3.0,No,29,302500,869
28.0,female,High School,34563.0,6,RENT,EDUCATION,17.23,0.25,9.0,No,30,333500,926
44.0,male,Master,32985.0,23,RENT,DEBTCONSOLIDATION,15.13,0.1,15.0,No,27,368500,1137
40.0,male,Associate,213440.0,14,MORTGAGE,DEBTCONSOLIDATION,11.01,0.12,17.0,No,25,317500,1058
41.0,male,High School,113850.0,15,MORTGAGE,VENTURE,13.67,0.21,16.0,No,24,302000,1048
32.0,female,Bachelor,39640.0,9,RENT,DEBTCONSOLIDATION,9.85,0.08,5.0,No,27,305500,942
24.0,female,Associate,43684.0,5,RENT,DEBTCONSOLIDATION,12.57,0.47,4.0,No,30,325000,902
38.0,male,Associate,48284.0,15,RENT,PERSONAL,11.71,0.25,13.0,No,26,324500,1040
25.0,male,Associate,47692.0,1,RENT,PERSONAL,13.57,0.34,2.0,No,29,305000,876
40.0,male,Master,36775.0,20,RENT,VENTURE,12.52,0.16,9.0,No,26,335000,1073
24.0,male,Associate,71627.0,0,RENT,MEDICAL,17.72,0.17,3.0,No,29,297000,853
26.0,female,Bachelor,94709.0,1,RENT,PERSONAL,13.4,0.07,4.0,No,30,335000,930
37.0,female,High School,79024.0,15,RENT,HOMEIMPROVEMENT,14.66,0.25,17.0,No,26,317000,1016
33.0,male,Bachelor,19442.0,10,OWN,VENTURE,8.25,0.19,9.0,No,29,341500,981
44.0,male,Associate,65707.0,20,MORTGAGE,VENTURE,15.72,0.12,13.0,No,26,348500,1116
24.0,male,Associate,46798.0,1,RENT,PERSONAL,12.65,0.26,3.0,No,31,337500,907
34.0,male,Bachelor,49138.0,9,RENT,DEBTCONSOLIDATION,14.38,0.31,6.0,No,27,320000,987
29.0,female,Bachelor,23827.0,8,RENT,DEBTCONSOLIDATION,9.46,0.17,6.0,No,30,343500,954
30.0,male,Master,35382.0,9,RENT,MEDICAL,10.21,0.25,9.0,No,28,320500,953
30.0,female,Associate,59500.0,9,RENT,MEDICAL,15.45,0.17,8.0,No,27,305000,941
35.0,male,Bachelor,52572.0,8,RENT,MEDICAL,14.81,0.26,12.0,No,25,293000,976
27.0,female,Master,54988.0,6,RENT,DEBTCONSOLIDATION,12.77,0.33,7.0,No,27,287000,885
24.0,female,High School,58405.0,0,RENT,DEBTCONSOLIDATION,9.54,0.31,3.0,No,27,272000,839
25.0,male,Associate,24070.0,2,RENT,HOMEIMPROVEMENT,12.99,0.33,4.0,No,31,345500,928
24.0,male,Bachelor,36008.0,0,RENT,PERSONAL,14.13,0.04,3.0,No,31,340000,913
25.0,male,Associate,46440.0,5,RENT,EDUCATION,10.58,0.28,4.0,No,31,346000,930
27.0,male,Bachelor,36995.0,5,RENT,DEBTCONSOLIDATION,17.77,0.14,10.0,No,26,266500,854
26.0,male,Associate,40118.0,4,RENT,MEDICAL,15.89,0.1,4.0,No,29,316000,908
24.0,male,Associate,53963.0,4,RENT,MEDICAL,13.36,0.09,3.0,No,31,344000,924
26.0,male,Associate,59540.0,0,RENT,DEBTCONSOLIDATION,11.45,0.05,4.0,No,28,292500,870
34.0,female,High School,55049.0,12,RENT,DEBTCONSOLIDATION,16.42,0.08,10.0,No,26,297500,953
24.0,female,Master,58363.0,5,RENT,EDUCATION,10.82,0.06,4.0,No,33,365500,922
26.0,female,Doctorate,36934.0,3,RENT,HOMEIMPROVEMENT,13.21,0.18,5.0,No,30,338000,938
34.0,male,High School,37024.0,7,RENT,DEBTCONSOLIDATION,9.69,0.32,6.0,No,26,306500,982
33.0,male,Associate,37904.0,11,RENT,EDUCATION,10.88,0.34,8.0,No,29,344000,988
30.0,female,Associate,50502.0,8,RENT,DEBTCONSOLIDATION,13.6,0.06,6.0,No,27,302000,932
29.0,male,Associate,104183.0,6,MORTGAGE,DEBTCONSOLIDATION,14.81,0.04,5.0,No,28,306500,912
36.0,male,Associate,47152.0,17,RENT,DEBTCONSOLIDATION,10.34,0.27,13.0,No,27,323500,998
23.0,female,Bachelor,94870.0,0,RENT,VENTURE,14.34,0.26,3.0,No,31,326000,876
39.0,female,Bachelor,78480.0,18,MORTGAGE,MEDICAL,17.82,0.38,15.0,No,27,346500,1069
25.0,male,Associate,44650.0,2,RENT,HOMEIMPROVEMENT,11.2,0.06,3.0,No,31,345000,927
24.0,male,High School,78054.0,0,RENT,DEBTCONSOLIDATION,13.14,0.1,4.0,No,31,331500,891
25.0,male,Associate,44442.0,2,RENT,HOMEIMPROVEMENT,15.9,0.06,4.0,No,30,329500,915
30.0,male,High School,51558.0,9,RENT,PERSONAL,11.01,0.29,8.0,No,30,351000,975
30.0,male,Master,37218.0,6,RENT,MEDICAL,14.45,0.38,10.0,No,29,328500,943
29.0,female,Bachelor,42803.0,6,RENT,MEDICAL,14.76,0.12,9.0,No,29,325000,933
28.0,male,Bachelor,40393.0,8,RENT,PERSONAL,13.89,0.2,8.0,No,26,278000,891
